PUMA,TRACT,BG,hh_id
901,41029000100,D410290001001,31
901,41029000100,D410290001001,591
901,41029000100,D410290001001,764
901,41029000100,D410290001001,1288
901,41029000100,D410290001001,1450
901,41029000100,D410290001001,1732
901,41029000100,D410290001001,2165
901,41029000100,D410290001001,2611
901,41029000100,D410290001001,3215
901,41029000100,D410290001001,3319
901,41029000100,D410290001001,3319
901,41029000100,D410290001001,3331
901,41029000100,D410290001001,3384
901,41029000100,D410290001001,3863
901,41029000100,D410290001001,3954
901,41029000100,D410290001001,4269
901,41029000100,D410290001001,4900
901,41029000100,D410290001001,4905
901,41029000100,D410290001001,4905
901,41029000100,D410290001001,5177
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5320
901,41029000100,D410290001001,5453
901,41029000100,D410290001001,5830
901,41029000100,D410290001001,6343
901,41029000100,D410290001001,6703
901,41029000100,D410290001001,6703
901,41029000100,D410290001001,6703
901,41029000100,D410290001001,6703
901,41029000100,D410290001001,6837
901,41029000100,D410290001001,6854
901,41029000100,D410290001001,6854
901,41029000100,D410290001001,6854
901,41029000100,D410290001001,6948
901,41029000100,D410290001001,7002
901,41029000100,D410290001001,7054
901,41029000100,D410290001001,7054
901,41029000100,D410290001001,7054
901,41029000100,D410290001001,7089
901,41029000100,D410290001001,7238
901,41029000100,D410290001001,8505
901,41029000100,D410290001001,8505
901,41029000100,D410290001001,9036
901,41029000100,D410290001001,9036
901,41029000100,D410290001001,9134
901,41029000100,D410290001001,9181
901,41029000100,D410290001001,9234
901,41029000100,D410290001001,9434
901,41029000100,D410290001001,9452
901,41029000100,D410290001001,9452
901,41029000100,D410290001001,9452
901,41029000100,D410290001001,9452
901,41029000100,D410290001001,9452
901,41029000100,D410290001001,9505
901,41029000100,D410290001001,9564
901,41029000100,D410290001001,9765
901,41029000100,D410290001001,9765
901,41029000100,D410290001001,9765
901,41029000100,D410290001001,9765
901,41029000100,D410290001001,10182
901,41029000100,D410290001001,10290
901,41029000100,D410290001001,10569
901,41029000100,D410290001001,10703
901,41029000100,D410290001001,10842
901,41029000100,D410290001001,10894
901,41029000100,D410290001001,11481
901,41029000100,D410290001001,12154
901,41029000100,D410290001001,13576
901,41029000100,D410290001001,13814
901,41029000100,D410290001001,14037
901,41029000100,D410290001001,14240
901,41029000100,D410290001001,14974
901,41029000100,D410290001001,15016
901,41029000100,D410290001001,15016
901,41029000100,D410290001001,15016
901,41029000100,D410290001001,15354
901,41029000100,D410290001001,15766
901,41029000100,D410290001001,16145
901,41029000100,D410290001001,16457
901,41029000100,D410290001001,16673
901,41029000100,D410290001001,16673
901,41029000100,D410290001001,16929
901,41029000100,D410290001001,17597
901,41029000100,D410290001001,17997
901,41029000100,D410290001001,18177
901,41029000100,D410290001001,18183
901,41029000100,D410290001001,18536
901,41029000100,D410290001001,18560
901,41029000100,D410290001001,18690
901,41029000100,D410290001001,18847
901,41029000100,D410290001001,19146
901,41029000100,D410290001001,19267
901,41029000100,D410290001001,19267
901,41029000100,D410290001001,19568
901,41029000100,D410290001001,19961
901,41029000100,D410290001001,20399
901,41029000100,D410290001001,20411
901,41029000100,D410290001001,20486
901,41029000100,D410290001001,20572
901,41029000100,D410290001001,20848
901,41029000100,D410290001001,21082
901,41029000100,D410290001001,21082
901,41029000100,D410290001001,21082
901,41029000100,D410290001001,21082
901,41029000100,D410290001001,21397
901,41029000100,D410290001001,21397
901,41029000100,D410290001001,21935
901,41029000100,D410290001001,22079
901,41029000100,D410290001001,22195
901,41029000100,D410290001001,22262
901,41029000100,D410290001001,22356
901,41029000100,D410290001001,22995
901,41029000100,D410290001001,23185
901,41029000100,D410290001001,23212
901,41029000100,D410290001001,23212
901,41029000100,D410290001001,23351
901,41029000100,D410290001001,24210
901,41029000100,D410290001001,24510
901,41029000100,D410290001001,25062
901,41029000100,D410290001001,25149
901,41029000100,D410290001001,25158
901,41029000100,D410290001001,25190
901,41029000100,D410290001001,25190
901,41029000100,D410290001001,25276
901,41029000100,D410290001001,25603
901,41029000100,D410290001001,25621
901,41029000100,D410290001001,25705
901,41029000100,D410290001001,26168
901,41029000100,D410290001001,26475
901,41029000100,D410290001001,26939
901,41029000100,D410290001001,26939
901,41029000100,D410290001001,26939
901,41029000100,D410290001001,27317
901,41029000100,D410290001001,27363
901,41029000100,D410290001001,28261
901,41029000100,D410290001001,28531
901,41029000100,D410290001001,29509
901,41029000100,D410290001001,29681
901,41029000100,D410290001001,30035
901,41029000100,D410290001001,30199
901,41029000100,D410290001001,31638
901,41029000100,D410290001001,31792
901,41029000100,D410290001001,31800
901,41029000100,D410290001001,32257
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,32430
901,41029000100,D410290001001,33114
901,41029000100,D410290001001,33114
901,41029000100,D410290001001,33114
901,41029000100,D410290001001,33547
901,41029000100,D410290001001,33649
901,41029000100,D410290001001,33674
901,41029000100,D410290001001,33949
901,41029000100,D410290001001,34021
901,41029000100,D410290001001,34395
901,41029000100,D410290001001,34426
901,41029000100,D410290001001,34547
901,41029000100,D410290001001,34723
901,41029000100,D410290001001,35054
901,41029000100,D410290001001,35355
901,41029000100,D410290001001,35392
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,35804
901,41029000100,D410290001001,36117
901,41029000100,D410290001001,36625
901,41029000100,D410290001001,36625
901,41029000100,D410290001001,36646
901,41029000100,D410290001001,36720
901,41029000100,D410290001001,36780
901,41029000100,D410290001001,36799
901,41029000100,D410290001001,37146
901,41029000100,D410290001001,37976
901,41029000100,D410290001001,37976
901,41029000100,D410290001001,38846
901,41029000100,D410290001001,38846
901,41029000100,D410290001001,39002
901,41029000100,D410290001001,39002
901,41029000100,D410290001001,39106
901,41029000100,D410290001001,39132
901,41029000100,D410290001001,39152
901,41029000100,D410290001001,39276
901,41029000100,D410290001001,40071
901,41029000100,D410290001001,40071
901,41029000100,D410290001001,40733
901,41029000100,D410290001001,40921
901,41029000100,D410290001001,40977
901,41029000100,D410290001001,41145
901,41029000100,D410290001001,41145
901,41029000100,D410290001001,41145
901,41029000100,D410290001001,41145
901,41029000100,D410290001001,41643
901,41029000100,D410290001001,41644
901,41029000100,D410290001001,41644
901,41029000100,D410290001001,41924
901,41029000100,D410290001001,42089
901,41029000100,D410290001001,42319
901,41029000100,D410290001001,42342
901,41029000100,D410290001001,42616
901,41029000100,D410290001001,42675
901,41029000100,D410290001001,42720
901,41029000100,D410290001001,42797
901,41029000100,D410290001001,43021
901,41029000100,D410290001001,43637
901,41029000100,D410290001001,43723
901,41029000100,D410290001001,43952
901,41029000100,D410290001001,43955
901,41029000100,D410290001001,44013
901,41029000100,D410290001001,44013
901,41029000100,D410290001001,44287
901,41029000100,D410290001001,44331
901,41029000100,D410290001001,44812
901,41029000100,D410290001001,44812
901,41029000100,D410290001001,45061
901,41029000100,D410290001001,45163
901,41029000100,D410290001001,45163
901,41029000100,D410290001001,45163
901,41029000100,D410290001001,45225
901,41029000100,D410290001001,45260
901,41029000100,D410290001001,45262
901,41029000100,D410290001001,45262
901,41029000100,D410290001001,45305
901,41029000100,D410290001001,45415
901,41029000100,D410290001001,45415
901,41029000100,D410290001001,45415
901,41029000100,D410290001001,45524
901,41029000100,D410290001001,46246
901,41029000100,D410290001001,46246
901,41029000100,D410290001001,46246
901,41029000100,D410290001001,46246
901,41029000100,D410290001001,46318
901,41029000100,D410290001001,46318
901,41029000100,D410290001001,46318
901,41029000100,D410290001001,46318
901,41029000100,D410290001001,46318
901,41029000100,D410290001001,46652
901,41029000100,D410290001001,46687
901,41029000100,D410290001001,46748
901,41029000100,D410290001001,46748
901,41029000100,D410290001001,46902
901,41029000100,D410290001001,47076
901,41029000100,D410290001001,47076
901,41029000100,D410290001001,47478
901,41029000100,D410290001001,47830
901,41029000100,D410290001001,48134
901,41029000100,D410290001001,48159
901,41029000100,D410290001001,48259
901,41029000100,D410290001001,48288
901,41029000100,D410290001001,48309
901,41029000100,D410290001001,48372
901,41029000100,D410290001001,48372
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,48751
901,41029000100,D410290001001,49250
901,41029000100,D410290001001,49506
901,41029000100,D410290001001,49687
901,41029000100,D410290001001,49687
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50050
901,41029000100,D410290001001,50099
901,41029000100,D410290001001,50586
901,41029000100,D410290001001,51018
901,41029000100,D410290001001,51250
901,41029000100,D410290001001,51255
901,41029000100,D410290001001,51443
901,41029000100,D410290001001,51807
901,41029000100,D410290001001,51854
901,41029000100,D410290001001,52126
901,41029000100,D410290001001,52126
901,41029000100,D410290001001,52126
901,41029000100,D410290001001,52599
901,41029000100,D410290001001,52599
901,41029000100,D410290001001,52742
901,41029000100,D410290001001,54174
901,41029000100,D410290001001,54247
901,41029000100,D410290001001,54333
901,41029000100,D410290001001,54694
901,41029000100,D410290001001,55052
901,41029000100,D410290001001,55052
901,41029000100,D410290001001,55052
901,41029000100,D410290001001,55177
901,41029000100,D410290001001,55215
901,41029000100,D410290001001,55215
901,41029000100,D410290001001,55520
901,41029000100,D410290001001,55534
901,41029000100,D410290001001,55534
901,41029000100,D410290001001,55613
901,41029000100,D410290001001,55613
901,41029000100,D410290001001,55714
901,41029000100,D410290001001,55714
901,41029000100,D410290001001,56061
901,41029000100,D410290001001,56532
901,41029000100,D410290001001,56921
901,41029000100,D410290001001,57069
901,41029000100,D410290001001,57251
901,41029000100,D410290001001,57981
901,41029000100,D410290001001,58287
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58660
901,41029000100,D410290001001,58676
901,41029000100,D410290001001,59706
901,41029000100,D410290001001,59764
901,41029000100,D410290001001,60067
901,41029000100,D410290001001,60083
901,41029000100,D410290001001,61195
901,41029000100,D410290001001,61574
901,41029000100,D410290001001,61731
901,41029000100,D410290001001,61749
901,41029000100,D410290001001,61749
901,41029000100,D410290001001,61887
901,41029000100,D410290001001,61887
901,41029000100,D410290001001,62253
901,41029000100,D410290001001,62402
901,41029000100,D410290001001,62402
901,41029000100,D410290001001,62728
901,41029000100,D410290001001,63120
901,41029000100,D410290001001,63160
901,41029000100,D410290001001,63322
901,41029000100,D410290001001,63485
901,41029000100,D410290001001,64372
901,41029000100,D410290001001,64757
901,41029000100,D410290001001,65812
901,41029000100,D410290001001,65893
901,41029000100,D410290001001,66155
901,41029000100,D410290001001,66321
901,41029000100,D410290001001,66438
